stationId,stationName,stationLongitude,stationLatitude,parkingQRBikeCnt,parkingELECBikeCnt,parkingTotBikeCnt
ST-2253,985. 은평세무서 버스정류장(은평구청 방면),126.92638397,37.60119247,11,1,12
ST-2257,989. 신응교(가좌로) 앞,126.91483307,37.59181213,7,3,10
ST-2259,991.흥국사 정류장,126.94200897,37.6567688,2,0,2
ST-2260,992.북한산입구 정류장,126.94606018,37.65842819,2,0,2
ST-2261,993.은평뉴타운 은뜨락아파트앞,126.91956329,37.63028717,0,0,0
ST-2262,994.북한산생태공원입구(교통섬),126.9385376,37.61050797,0,0,0
ST-2263,995.은평다목적체육관,126.92540741,37.63140869,0,0,0
ST-2264,996.응암역2번출구 국민은행 앞,126.91572571,37.59996796,48,0,48
ST-485,1001. 광진교 남단 사거리(천호공원 방면),127.12474823,37.54179382,2,0,2
ST-486,1002. 해공공원(천호동),127.12593842,37.5452652,17,1,18
ST-487,1003. 해공도서관앞,127.12548828,37.54395676,3,0,3
ST-488,1004. 삼성광나루아파트 버스정류장,127.1288681,37.55332947,17,1,18
ST-491,1007.암사동 선사유적지,127.13087463,37.55955887,4,0,4
ST-492,1008. 암사역 3번출구(국민은행앞),127.12708282,37.54935455,11,1,12
ST-493,1009. 천호역4번출구(현대백화점),127.12424469,37.53866577,11,0,11
ST-494,1010. 강동세무서,127.13840485,37.53450775,1,0,1
ST-495,1011. LIGA 아파트 앞,127.13528442,37.53474426,21,2,23
ST-496,1012. 서울 상운차량,127.12272644,37.53600693,5,0,5
ST-497,1013. 강동구청역 1번 출입구,127.12098694,37.53071594,15,0,15
ST-499,1015. 샛마을 근린공원,127.14691162,37.55003738,4,1,5
ST-500,1016. 해뜨는 주유소옆 리엔파크 109동앞,127.17118073,37.55939865,10,3,13
ST-501,1017. 둔촌고교입구 교차로(길동주민센터 방면),127.14518738,37.53544617,17,6,23
ST-830,1018. 둔촌 주공 GS 맞은편,127.13542175,37.52458954,7,1,8
ST-502,1019. 다성이즈빌아파트(호원대 대각선 맞은편),127.13005829,37.52679443,3,5,8
ST-503,1020. 강동경찰서,127.12680054,37.52825165,11,1,12
ST-504,1021. 강일동 리슈빌 빌딩앞,127.17397308,37.56427383,23,8,31
ST-505,1022. 길동 사거리(초소앞),127.13799286,37.53377914,5,1,6
ST-1040,1023. 한국종합기술사옥 앞,127.17470551,37.54998398,15,0,15
ST-1041,1024.  강동구청 앞,127.12315369,37.52929688,16,2,18
ST-1042,1025. 상일초등학교,127.17251587,37.54684067,5,4,9
ST-1044,1027. 프라자 아파트 앞,127.14781952,37.53596115,12,0,12
ST-1045,1028. 포레스 주상복합 빌딩,127.12277222,37.53310776,3,0,3
ST-1046,1029. 성내어울터,127.12553406,37.53655624,7,0,7
ST-1047,1030. 미호 플랜트 앞,127.12206268,37.52703094,0,4,4
ST-1048,1031. 올림픽로 836(아리수로),127.12991333,37.55582047,16,6,22
ST-1049,1032. 선사고등학교,127.13626099,37.55672836,14,1,15
ST-1050,1033. 고덕동 아남아파트,127.14476776,37.55793381,12,3,15
ST-1051,1034. 고덕동 래미안 힐스테이트,127.15078735,37.5618782,8,0,8
ST-1053,1036. 고덕동 주양쇼핑,127.15331268,37.55199051,2,0,2
ST-1054,1037. 강일리버파크 6단지,127.1776123,37.56256485,11,1,12
ST-1055,1038. 강일 다솜 어린이 공원,127.17480469,37.56863785,8,1,9
ST-1056,1039. 고덕초등학교,127.16784668,37.56129837,6,3,9
ST-1058,1041. 묘곡초등학교,127.15332031,37.55916214,0,0,0
ST-1059,1042. 강일리버파크 2~5단지,127.17700958,37.5685463,13,0,13
ST-1061,1044. 굽은다리역,127.14267731,37.54540634,11,3,14
ST-1371,1049. 강일리버파크 10단지,127.18026733,37.561203,25,2,27
ST-1420,1050.  둔촌역 3번 출입구,127.13557434,37.52678299,7,3,10
ST-1421,"1051. 강일중,선사고 버스정류장(신암중학교 방면)",127.13732147,37.55483627,5,1,6
ST-1594,1053. 동명근린공원 진입로 (아리수로),127.16448212,37.56254578,1,0,1
ST-1595,1054. 말우물 어린이 공원,127.16967773,37.56002808,24,2,26
ST-1597,1056. 강일리버파크 7~11단지,127.17905426,37.56335449,22,1,23
ST-1598,1057. 능골근린공원,127.1737442,37.55580902,12,2,14
ST-1623,1058. 고덕숲 아이파크 1,127.16505432,37.55348206,0,0,0
ST-1626,1059. 래미안 강동팰리스(102동),127.13174438,37.53822708,0,0,0
ST-1620,1060. 천일초교 사거리,127.13267517,37.5446701,0,0,0
ST-1621,1061. 천호초교 입구 사거리(일주빌딩),127.13466644,37.54689789,14,1,15
ST-1622,1062. 고덕숲 아이파크 2,127.16259766,37.5510788,6,1,7
ST-1762,1063.강동롯데캐슬퍼스트 아파트(관리동),127.14273834,37.55666351,2,0,2
ST-1763,1064.중앙보훈병원역 1번출구,127.14764404,37.52779388,3,0,3
ST-1764,1065.보훈병원 후문옆(더 원커피),127.1492691,37.53120804,0,0,0
ST-1765,1066.생태공원앞 교차로(조명탑),127.15201569,37.5377655,5,0,5
ST-1766,1067.한영중고앞사거리,127.15605164,37.54903412,3,0,3
ST-1767,1068.명일파출소,127.15622711,37.5536499,3,0,3
ST-1830,1069.강동경희대학교병원 입구,127.15688324,37.55305481,0,0,0
ST-1831,1070.(시립)고덕평생학습관,127.15792084,37.55570221,0,1,1
ST-1832,1071.명일근린공원공동체텃밭,127.15991211,37.55568695,0,0,0
ST-1833,1072.고덕역 5번출구,127.15372467,37.55486298,3,0,3
ST-1834,1073. SSTS 몰 앞,127.14105225,37.54114532,8,1,9
ST-1835,1074.대명초교입구 사거리,127.14916229,37.54683685,8,0,8
ST-1836,1075.천동초교 삼거리,127.13718414,37.54136276,25,2,27
ST-1837,1076. 천동초교입구사거리 버스정류장(십자성마을 방면),127.14103699,37.5398941,23,2,25
ST-1838,1077.강동역 1번출구 앞,127.13246918,37.53627014,1,0,1
ST-1839,1078.둔촌사거리,127.13362122,37.52197647,2,1,3
ST-1840,1079.강일동입구교차로,127.17084503,37.56184387,12,0,12
ST-1841,1080.엘웨딩,127.12841797,37.5368309,3,0,3
ST-1842,1081.트레빌빌딩,127.12953186,37.53699875,1,0,1
ST-1843,1082.중앙보훈병원역3번출구,127.1490097,37.52956009,2,0,2
ST-1844,1083.광문고교사거리(아이파크),127.15659332,37.56036758,7,1,8
ST-1687,1084. 윤선생빌딩(JYP사옥),127.1291275,37.5239296,15,1,16
ST-1845,1085.래미안 솔베뉴(고덕로),127.14587402,37.55456924,12,1,13
ST-1846,1086.래미안 솔베뉴(구천면로),127.14545441,37.55059814,1,0,1
ST-1848,1088.풍납사거리(강동),127.11952209,37.52812195,1,3,4
ST-1849,1089.고덕 래미안힐스테이트(201동),127.146698,37.56060028,7,2,9
ST-1850,1090.상일동역 2번출구 앞,127.16614532,37.5567894,17,0,17
ST-507,1101. 상사마을 버스정류장(아라대교방면),126.79859924,37.58161163,13,0,13
ST-508,1102. 방화사거리 마을버스 버스정류장,126.81180573,37.57364273,14,0,14
ST-831,1103. 방화역 4번출구앞,126.81199646,37.57710648,22,1,23
ST-509,1105. 방화근린공원,126.81265259,37.58162308,2,0,2
ST-824,1106. 신방화사거리,126.81642151,37.57256317,21,2,23
ST-510,1108. 공항시장역 2번출구 뒤,126.81060791,37.56387329,16,0,16
ST-511,1109. 공항시장역 4번출구,126.81048584,37.56334686,17,1,18
ST-828,1110. 공항중학교앞,126.81624603,37.56220245,20,3,23
ST-512,1111. 마곡엠밸리6_7단지 마곡중학교,126.82180023,37.56698227,10,2,12
ST-513,1112. 마곡엠밸리4단지 정문,126.8247757,37.56857681,6,0,6
ST-514,1113. 서남환경공원 버스정류장,126.8223877,37.57312393,21,0,21
ST-834,1117. 등촌5단지아파트 버스정류장,126.84426117,37.55819702,9,1,10
ST-516,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),126.86145782,37.55746078,31,0,31
ST-517,1119. 염창동 한마음아파트 앞,126.86756134,37.55425262,0,1,1
ST-518,1120. 대림경동아파트앞,126.85464478,37.564785,14,1,15
ST-519,1121. 가양레포츠센터 앞,126.86437988,37.55947876,16,1,17
ST-520,1122. 황금내근린공원,126.86416626,37.56192398,9,3,12
ST-522,1124. 발산역 6번 출구 뒤,126.8384552,37.55817795,9,1,10
ST-835,1125. 명덕고교입구(영종빌딩),126.83657074,37.55291367,8,0,8
ST-523,1126. 우장산역 1번출구옆(우장산아이파크105동앞),126.83656311,37.54890823,1,0,1
ST-524,1127. 화곡역 버스정류장,126.83854675,37.54098129,1,0,1
ST-829,1128. 화곡역 6번출구,126.84022522,37.54141235,0,0,0
ST-525,1129. 화곡역 1번 출구 앞,126.84021759,37.542099,1,0,1
ST-526,1130. 화곡본동시장 버스정류장,126.84262085,37.54275131,8,2,10
ST-528,1132. 등촌역 7번출구,126.8637085,37.55110931,9,1,10
ST-530,1135. 강서구의회,126.86254883,37.54653168,16,0,16
ST-531,1136. 등촌2파출소,126.86199951,37.54478836,15,1,16
ST-532,1137. 등촌2동주민센터,126.8633728,37.54126358,2,0,2
ST-533,1139. 용문사 버스정류장,126.86343384,37.53852081,3,0,3
ST-534,1140. 목동사거리 버스정류장,126.86360931,37.53139877,34,0,34
ST-535,1141. 곰달래 문화복지센터 A,126.84848022,37.52906036,52,0,52
ST-536,1145. 곰달래 문화복지센터 B,126.8480835,37.52891922,9,0,9
ST-538,1148. 볏골공원,126.84477997,37.54146957,27,0,27
ST-975,1149. 신방화역환승주차장,126.81827545,37.56728363,2,0,2
ST-1062,1150. 송정역 1번출구,126.81069946,37.56153107,4,3,7
ST-1063,1151. 마곡역1번출구,126.82414246,37.56020737,70,0,70
ST-1064,1152. 마곡역교차로,126.82652283,37.55831146,45,1,46
ST-1065,"1153. 발산역 1번, 9번 인근 대여소",126.83717346,37.55894852,23,0,23
ST-1067,1155. 기쁜우리복지관,126.84841919,37.56925964,44,0,44
ST-1069,1157. 강서구청,126.84976959,37.55065918,13,1,14
ST-1249,1158. 가양역 8번출구,126.85481262,37.56103516,22,1,23
ST-1250,1159. 서서울모터리움 앞,126.84659576,37.56585312,12,0,12
ST-1251,1160. 양천향교역 7번출구앞,126.84089661,37.56768036,2,0,2
ST-1252,1161. 강서면허시험장 앞,126.819664,37.54969406,1,0,1
ST-1253,1162. 공항초등학교건너편,126.82047272,37.56267929,9,4,13
ST-1254,1163. 방화동강서기동대앞,126.82008362,37.57049942,32,1,33
ST-1338,1165. 마곡중학교 후문,126.82164764,37.56844711,2,0,2
ST-1351,1166. 강서구립등빛도서관,126.84246063,37.56256866,9,3,12
ST-1352,1167. 마곡수명산파크3단지 교차로,126.8258667,37.55350876,21,4,25
ST-1402,1168. 마곡엠밸리10단지 앞,126.8187561,37.56029129,8,1,9
ST-1506,1169. 염창역 1번 출구,126.87448883,37.54719925,8,1,9
ST-1507,1170. 강서구보건소,126.8687973,37.54917908,16,0,16
ST-1508,1171. 염창동 새마을금고 건너편,126.87316132,37.55004883,3,3,6
ST-1509,1172. 가양3동 주민센터,126.86058044,37.56124878,9,0,9
ST-1510,1173. 강서구청사거리(SH타워),126.85307312,37.55673599,0,0,0
ST-1511,1174. 강서구청사거리(부민병원),126.85116577,37.55661392,10,0,10
ST-1512,1175. 대한항공 인력개발센터,126.85753632,37.55437851,1,0,1
ST-1514,1177. 수명중․고교,126.82367706,37.55010986,51,2,53
ST-1515,1178. 개화산역 2번 출구,126.8061676,37.57247162,4,0,4
ST-1517,1180. 마곡엠밸리 15단지(1502동) 건너편,126.82971954,37.55746841,12,0,12
ST-1518,1181. 농수산식품공사 (강서지사),126.8184967,37.55104446,5,0,5
ST-1519,1182. KBS 스포츠월드,126.84880829,37.55687714,43,0,43
ST-1520,1183. KC 대학교,126.85340118,37.54832077,19,0,19
ST-1645,1184. 마곡13단지,126.815979,37.55644989,57,2,59
ST-1646,1185. 등촌9단지,126.84947205,37.56290054,3,0,3
ST-1647,1186. 송정중학교,126.81609344,37.55472946,11,5,16
ST-1676,1187. 강서수산물도매시장,126.818367,37.55302048,12,0,12
ST-1708,1188. 롯데중앙연구소,126.82833862,37.57138062,4,0,4
ST-1709,1190. 마곡역 교차로(2번출구),126.82665253,37.5605011,21,0,21
ST-1689,"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",126.8271637,37.5602417,7,0,7
ST-1710,1192. 마곡수명산파크 209동 건너편,126.82689667,37.55545044,3,2,5
ST-1688,1193. 마곡센트럴타워 1차,126.83207703,37.55947113,9,0,9
ST-1712,1195. 코오롱One&Only타워,126.83431244,37.56412888,28,0,28
ST-1713,1196. 서울식물원(문화센터) 건너편,126.83583069,37.56824112,17,0,17
ST-1714,1197. 엠펠리체 호텔 건너편,126.8358078,37.5602417,0,0,0
ST-1715,1198. LG 사이언스파크,126.82743835,37.56254959,32,0,32
ST-1694,1199. 우장산역 3번출구,126.83612823,37.54782104,15,0,15
ST-1695,1200. 개화광역환승센터,126.79897308,37.57844925,15,0,15
ST-838,1201. 가락시장역 3번 출구,127.11854553,37.49317932,12,0,12
ST-737,1203. 밀리아나2빌딩 앞,127.12062073,37.49372864,5,0,5
ST-930,1204. 거여역 3번출구,127.14472961,37.49334335,3,0,3
ST-539,1205. 종합운동장역 4번출구,127.07137299,37.51042938,1,0,1
ST-540,1206. 9호선종합운동장역 9번출구,127.07823944,37.51128006,1,0,1
ST-738,1207. 마천중앙시장,127.15250397,37.49975586,6,5,11
ST-541,1208. 풍납현대아파트쉼터,127.1199646,37.52974701,5,0,5
ST-542,1209. 잠실나루역 (2번 출구 쪽),127.10420227,37.52045059,10,0,10
ST-891,1210. 롯데월드타워(잠실역2번출구 쪽),127.10095978,37.51312637,26,2,28
ST-839,1212. 송파역 2번 출구앞,127.11286926,37.49941254,6,5,11
ST-543,1213. 백토공원 앞,127.13321686,37.50831985,1,0,1
ST-740,1214. 오금역 7번 출구 인근,127.1276474,37.50259399,9,1,10
ST-544,1215. 올림픽공원역 1번출구 앞,127.13153839,37.51657104,10,1,11
ST-545,1217. 송파파인타운 7단지,127.12979889,37.47930527,6,0,6
ST-892,1218. 방이역 4번출구,127.12583923,37.50896835,3,0,3
ST-546,1220. 잠실근린공원,127.08403778,37.50569153,4,3,7
ST-933,1221. 삼전역 4번출구,127.08753204,37.50419998,5,1,6
ST-547,1222. 잠실새내역 5번 출구 뒤,127.08505249,37.51198196,7,0,7
ST-548,1224. 아시아지하보도 2번 출구,127.07893372,37.51216888,2,3,5
ST-894,1226. 잠실4동 주민센터 옆,127.11236572,37.52007675,3,1,4
ST-895,1227. 거여역 8번출구 뒤,127.14382172,37.49312592,17,0,17
ST-896,1228. 마천사거리 ,127.14620209,37.49769974,7,2,9
ST-549,1229. 송파체육문화회관 앞,127.14312744,37.49068832,0,0,0
ST-897,1230. 송파중학교 정문,127.13059235,37.49567032,0,0,0
ST-840,1231. 잠실역 6번출구,127.09902954,37.51408768,16,0,16
ST-550,1232. 잠실주공 521동 건너편,127.09568787,37.51184082,1,0,1
ST-551,1233. 잠실3거리(갤러리아팰리스),127.09336853,37.51050949,2,0,2
ST-553,1235. 잠실트리지움310동 옆,127.08716583,37.50887299,2,0,2
ST-899,1239. 문정 법조단지3,127.11801147,37.48084259,8,1,9
ST-900,1240. 문정 법조단지4,127.11856842,37.48057556,0,0,0
ST-901,1241. 문정 법조단지5,127.11979675,37.48123932,0,4,4
ST-902,1242. 문정 법조단지6,127.11916351,37.48163223,0,1,1
ST-903,1243. 문정 법조단지7,127.12016296,37.4845314,7,0,7
ST-904,1244. 문정 법조단지8,127.12212372,37.48153687,1,0,1
ST-905,1245. 문정 법조단지9,127.12532806,37.47946548,1,0,1
ST-906,1246. 문정 법조단지10,127.12632751,37.47750854,13,1,14
ST-907,1247. 문정 법조단지11,127.12351227,37.4788208,6,0,6
ST-908,1248. 방이초등학교,127.12167358,37.51396179,3,0,3
ST-981,1250.문정2동 주민센터,127.11083984,37.48987198,1,0,1
ST-1070,1251. 석촌역 2번출구,127.10774994,37.50593185,2,3,5
ST-1072,1253. 오금역 3번 출구 뒤,127.12818146,37.50165176,3,0,3
ST-1075,1256. 문정현대아파트 교차로,127.12580872,37.49113083,1,0,1
ST-1076,1257. 가락시장역 사거리,127.11775208,37.49209976,4,1,5
ST-1077,1258. 가락미륭아파트 앞,127.1289978,37.49319839,0,0,0
ST-1078,1259. 방이역 1번출구,127.12659454,37.50898361,3,1,4
ST-1079,1260. 방이동 한양3차아파트 옆,127.12139893,37.50630188,1,0,1
ST-1081,1262. 송파여성문화회관 앞,127.10971832,37.50580215,1,1,2
ST-1082,1263. 장지공영차고지,127.1370163,37.48054123,7,3,10
ST-1083,1264. 천호역 10번 출구 앞,127.12280273,37.53858185,26,1,27
ST-1084,1265. 문정동 근린공원,127.12476349,37.48598862,2,1,3
ST-1085,1266. 문정동 글샘 공원,127.12000275,37.47880936,3,1,4
ST-1086,1267. 올림픽공원 남2문 앞,127.12306976,37.51424026,0,0,0
ST-1087,1268. 몽촌토성역 1번출구 옆,127.11419678,37.51728821,0,1,1
ST-1088,1269. 리센츠아파트 ,127.09121704,37.51194382,0,0,0
ST-1089,1271. 송파도서관,127.13539124,37.49998474,6,1,7
ST-1092,1274. 영파여고 앞,127.12104797,37.53284836,3,3,6
ST-1367,1275. 거여초등학교 옆,127.13936615,37.50458908,8,1,9
ST-1408,1277. 성내7교,127.1364212,37.50562668,3,5,8
ST-1409,1278. 송파구청 교차로,127.10681915,37.51579666,5,0,5
ST-1410,1279. 마천금호어울림 1차아파트 건너편,127.15467834,37.49751663,5,0,5
ST-1411,1280. 송파파크데일 2단지입구 앞 주차장,127.15717316,37.49565887,3,0,3
ST-1413,1282. 송파소방서 맞은편(성내4교),127.14147949,37.49987411,8,10,18
ST-1414,1283. 오금공원 사거리,127.13169098,37.50541306,0,0,0
ST-1416,1285. 위례별 유치원 뒤,127.14459229,37.4774704,0,0,0
ST-1417,1286. 위례중앙푸르지오 1단지 앞,127.14067078,37.47437668,2,1,3
ST-1418,1287. 위례아이파크 101동 맞은편,127.14151001,37.47746658,2,0,2
ST-1419,1288. 문정중교 사거리,127.13108826,37.48799896,2,0,2
ST-1422,1289. 풍납토성 서성벽터B,127.11109161,37.53147125,2,4,6
ST-1579,1290. 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,127.13754272,37.47458267,9,7,16
ST-1580,1291. 서울체육고등학교 앞,127.13186646,37.52193832,7,1,8
ST-1582,1293. 석촌호수 서호 사거리,127.09655762,37.50656128,2,0,2
ST-1584,1295. 잠실역 8번출구,127.10030365,37.51396179,15,2,17
ST-1585,1296. 석촌호수교차로 (송파나루근린공원 앞),127.1034317,37.50867844,2,0,2
ST-1586,1297. 석촌호수교차로(동호 팔각정 앞),127.10411835,37.50920105,1,1,2
ST-1588,1299. 송파소방서 (방이119안전센터),127.13671112,37.51987839,4,0,4
ST-1589,1300. 오륜사거리,127.13922119,37.50693893,2,1,3
ST-825,1302. 한성대입구역6번출구 뒤,127.00630951,37.58876419,5,0,5
ST-931,1303. 돈암초교 입구,127.01249695,37.59169388,11,2,13
ST-826,1304. 만해공원,126.99230957,37.59440231,1,5,6
ST-947,1305. 성북구청,127.01643372,37.58932877,10,7,17
ST-842,1306. 한성대입구역2번출구,127.00670624,37.58844757,7,0,7
ST-827,1308. 안암로터리 버스정류장 앞,127.02897644,37.58259201,20,1,21
ST-559,1314. 정릉꿈에그린1단지 201동 앞,127.01168823,37.60243988,8,0,8
ST-560,1315. 고려사대부속중고 정문,127.00328064,37.60776138,1,0,1
ST-562,1316. 고려사대부속중고 건너편 ,127.00283813,37.60726166,2,0,2
ST-563,1318. 길음역 3번출구 뒤,127.0247879,37.60308456,13,9,22
ST-564,1319. 종암사거리 분수대,127.03327179,37.6030426,22,5,27
ST-655,1321. 국민은행 종암동지점 앞,127.03666687,37.59328842,8,5,13
ST-565,1322. 래미안라센트아파트 103동 앞,127.03927612,37.59806824,14,9,23
ST-567,1323. 월곡역 입구 육교 밑,127.04020691,37.60043335,10,6,16
ST-571,1325. 상월곡역 4번출구,127.04773712,37.60580826,0,5,5
ST-572,1326. 상월곡역 1번출구,127.0473175,37.60606766,2,2,4
ST-574,1327. 상월곡역 3번출구,127.05068207,37.60734177,43,0,43
ST-910,1328. 월곡역 3번출구,127.04163361,37.6026268,20,2,22
ST-578,1332. 석계역 5번출구 건너편,127.06609344,37.61355591,33,5,38
ST-579,1333. 석관초등학교 앞,127.05979919,37.61052322,43,6,49
ST-580,1334. 석관동주민센터 앞,127.06130981,37.61299896,9,1,10
ST-1200,1336. 성북3교 위,127.01400757,37.59125137,1,15,16
ST-1201,1337. 돈암성당 옆,127.01713562,37.59038162,8,14,22
ST-1202,1338. 용문2교 옆,127.02075195,37.5868988,31,7,38
ST-1203,1339. 삼성전자서비스 성북센터,127.0335083,37.610569,20,1,21
ST-1204,1340. 광운초등학교 앞,127.05500031,37.61784363,23,3,26
ST-1206,1342. 성북쉼터 앞,126.99793243,37.59261703,0,0,0
ST-1207,1343. 한성대7번출구 앞,127.00737762,37.58924866,2,0,2
ST-1208,1344. 아리랑시네센터 앞,127.01370239,37.60028839,0,0,0
ST-1210,1346. 길음8골어린이공원 옆,127.02024841,37.60897827,0,0,0
ST-1211,1347. 길음래미안아파트817동 상가 앞,127.02149963,37.60710526,2,0,2
ST-1212,1348. 성북제일새마을금고 본점 앞,127.02275848,37.60475159,17,16,33
ST-1213,1349. 월계2교 버스정류장 앞,127.05020142,37.62382889,12,1,13
ST-1215,1351. 안암2교 옆,127.02419281,37.5794487,4,3,7
ST-1216,1352. e 편한세상 보문아파트 내,127.01709747,37.58388138,10,2,12
ST-1217,1353. 금호어울림센터힐 내,127.02355194,37.60083008,5,0,5
ST-1317,1354. 고려대학교 2번출구,127.03619385,37.5907135,14,1,15
ST-1347,1355. 보문2교,127.01891327,37.58869934,16,15,31
ST-1383,1357. 북한산보국문역,127.00813293,37.61207199,7,0,7
ST-1384,1358. 정릉도서관 앞,127.01058197,37.60478973,0,1,1
ST-1424,1361. 홍익중고 입구,127.00223541,37.59296799,0,3,3
ST-1454,1362. 보문역6번출구 앞,127.01966858,37.58519745,3,8,11
ST-1455,1363. 보문4교 인근,127.02194977,37.58375168,31,18,49
ST-1456,1364. 성북동 치안센터 앞,127.00408936,37.59017181,7,2,9
ST-1458,1366. 일신초등학교 옆,127.04038239,37.59972,26,2,28
ST-1459,1367. 길음문화복합미디어센터,127.02261353,37.60429764,11,11,22
ST-1460,1368. 성신여대입구 교차로,127.02015686,37.59139633,8,8,16
ST-1634,1370. 복자사랑 피정의 집,126.99520874,37.59453964,0,0,0
ST-1636,1372. KEB은행 고대점,127.03160095,37.58644485,6,0,6
ST-1637,1373. 성북구보건소 건너편,127.03907776,37.60235596,2,2,4
ST-1723,1375. 생명의 전화 종합복지관 앞 교차로,127.0373764,37.60390854,19,6,25
ST-1745,1376. 한국과학기술연구원 중문,127.0437851,37.59730911,1,0,1
ST-1746,1377. 한국과학기술연구원 북문,127.04549408,37.60418701,3,0,3
ST-2221,1379.길음뉴타운푸르지오아파트 3단지,127.01847839,37.60929489,0,1,1
ST-2222,1380.월곡역 5번출구 앞,127.04123688,37.60108566,11,1,12
ST-2223,1381.석계역 4번출구 뒤,127.06700134,37.61478424,5,6,11
ST-2406,1382.래미안월곡아파트 입구,127.03627014,37.60866547,5,1,6
ST-2225,1384.성신여대입구역 5번출구,127.01628876,37.59282684,8,11,19
ST-2226,1385.성신여대입구역 3번출구 앞,127.01628876,37.59236526,3,1,4
ST-2227,1386.동선고가차도 초입,127.01896667,37.59415817,8,2,10
ST-2229,1388. 돈암초교입구 버스정류장(한성대입구역 방면),127.01170349,37.59088135,6,2,8
ST-2231,1390.석관래미안아트리치,127.06162262,37.60646057,26,5,31
ST-2232,1391.성북청소년센터,127.05606842,37.61688232,3,2,5
ST-2233,1392.돈암삼성풍림아파트,127.02262878,37.5970993,9,1,10
ST-2234,1393.돈암육교 하단,127.0211792,37.59818268,7,5,12
ST-2235,1394.길음뉴타운 래미안9단지,127.01998138,37.60242462,1,2,3
ST-2236,1395.래미안장위포레카운티(102동),127.05183411,37.61817932,26,24,50
ST-2237,1396.래미안장위퍼스트하이(513동),127.05145264,37.61844254,45,15,60
ST-558,1401. 극동늘푸른아파트,127.07636261,37.61473846,13,0,13
ST-561,1402. 금란주차장 앞,127.10233307,37.60007095,12,1,13
ST-566,1403. 중화빌딩 앞 (동부시장),127.07657623,37.59424973,12,1,13
ST-599,1404. 동일로 지하차도,127.08003235,37.59529877,3,0,3
ST-568,1405. 망우역 1번출구,127.09294891,37.59909821,8,0,8
ST-847,1407. 먹골역 1번출구 뒤,127.07788849,37.61151123,1,1,2
ST-570,1408. 먹골역 6번출구 앞,127.0774765,37.61072159,7,1,8
ST-573,1410. 면목 대원칸타빌아파트,127.09018707,37.57778168,0,0,0
ST-912,1411. 상봉시장앞 교차로 한성빌딩 앞,127.08673859,37.59254074,2,2,4
ST-849,1414. 사가정역 2번출구,127.08824158,37.58098984,7,0,7
ST-850,1416. 상봉역 3번출구,127.08599854,37.59521866,18,0,18
ST-583,1418. 새솔초등학교,127.10901642,37.61743927,5,0,5
ST-585,1420. 신내어울공원 앞,127.09770203,37.61394501,10,0,10
ST-586,1421. 신내역 4번출구,127.1033783,37.61246109,7,5,12
ST-587,1422. 신내우디안아파트 1단지,127.10646057,37.62009811,0,0,0
ST-588,1424. 양원역 2번출구,127.10774231,37.6063118,0,0,0
ST-589,1425. 신성미소지움아파트,127.09597015,37.58745956,1,0,1
ST-590,1426. 면목도시개발아파트 1동 앞,127.08682251,37.57358932,0,0,0
ST-852,1427. 용마산역 1번출구,127.08691406,37.57429886,0,0,0
ST-853,1428. 원묵고등학교,127.08596802,37.61602402,0,0,0
ST-854,1429. 장안중학교,127.08000183,37.59995651,24,2,26
ST-855,1430. 중랑구청,127.09259796,37.60615158,2,1,3
ST-856,1431. 중랑구청 사거리,127.09545135,37.60649872,9,0,9
ST-857,1433. 중화역 2번출구,127.07958221,37.60207748,21,1,22
ST-593,1435. 능산삼거리,127.10079193,37.60868073,4,0,4
ST-594,1436. 동원베네스트 건물 앞,127.10118103,37.60810089,9,0,9
ST-595,1437. 늘푸른공원 앞,127.07992554,37.5834198,15,1,16
ST-596,1438. 홈플러스 신내점 앞,127.09348297,37.61616898,29,2,31
ST-942,1440. 면목2동 사거리,127.0800705,37.58637238,34,4,38
ST-584,1441. 신내능말공원,127.11026001,37.61670685,14,1,15
ST-1093,1442. 중랑구 중소기업 창업센터,127.07981873,37.59859085,4,2,6
ST-1095,1444. 면목4치안센터,127.08054352,37.57402802,14,0,14
ST-1096,1445. 용마지구대 A,127.07939911,37.5799408,12,3,15
ST-1097,1446. 중랑전화국 교차로,127.0803299,37.59130096,11,0,11
ST-1098,1447. 면목역 3번출구,127.08728027,37.58890152,47,2,49
ST-1099,1448. 코스트코 상봉점,127.08979797,37.59732056,4,0,4
ST-1332,1449. 상봉역 1번출구,127.08583832,37.59655762,8,0,8
ST-1333,1450. 화랑대역 7번출구,127.08504486,37.61963654,21,1,22
ST-1334,1451. 중랑세무서,127.07266998,37.59275818,29,3,32
ST-1335,1452. 겸재교 진입부,127.07505035,37.58565521,54,3,57
ST-1345,1453. 중랑캠핑숲,127.10925293,37.60460281,0,0,0
ST-1346,1454. 한국전력공사(동대문 중랑지사),127.07859039,37.6073494,8,1,9
ST-1375,1455. 상봉역 2번 출구,127.08589935,37.59632874,15,0,15
ST-1380,1456. 상아빌딩(우림시장 교차로),127.10032654,37.59511185,4,0,4
ST-1381,1457. 동원사거리,127.09323883,37.58975983,16,1,17
ST-1451,1458. 상봉터미널2,127.09308624,37.59733963,12,1,13
ST-1452,1459. 용마한신아파트사거리,127.09265137,37.58034897,2,0,2
